id,author,Party,State,date,frame,stance,reasoning
1142,FrankPallone,D,NJ,Fri Mar 26 15:07:47 +0000 2021,medical,pro_vaccine,"The tweet discusses the acceleration of COVID-19 vaccine distribution, indicating support for vaccination efforts."
1143,FrankPallone,D,NJ,Thu Mar 25 21:43:20 +0000 2021,medical,pro_vaccine,"The tweet highlights the delivery of lifesaving vaccines, indicating support for vaccination efforts."
1144,FrankPallone,D,NJ,Mon Mar 15 16:11:56 +0000 2021,medical,pro_vaccine,"The tweet informs about vaccine eligibility for essential workers, promoting vaccination efforts."
1145,FrankPallone,D,NJ,Sun Mar 14 00:45:00 +0000 2021,medical,pro_vaccine,"The tweet supports expanding vaccine eligibility, indicating a pro-vaccine stance focused on public health."
1146,FrankPallone,D,NJ,Sat Mar 06 00:44:16 +0000 2021,medical,pro_vaccine,"The tweet discusses funding for vaccines, indicating support for vaccination efforts."
1147,FrankPallone,D,NJ,Wed Mar 03 20:14:56 +0000 2021,medical,pro_vaccine,The tweet highlights the life-saving benefits of vaccines and their role in preventing hospitalizations.
1148,FrankPallone,D,NJ,Wed Mar 03 02:38:31 +0000 2021,medical,pro_vaccine,"The tweet expresses positive sentiment about vaccine partnerships, indicating support for vaccination efforts."
1149,FrankPallone,D,NJ,Mon Mar 01 18:33:33 +0000 2021,medical,pro_vaccine,"The tweet discusses expanding vaccine eligibility, indicating support for vaccination efforts."
1150,FrankPallone,D,NJ,Sat Feb 27 23:25:12 +0000 2021,medical,pro_vaccine,"The tweet highlights the FDA's authorization of a vaccine and its potential to protect millions, indicating support for vaccination."
1151,FrankPallone,D,NJ,Tue Feb 23 18:26:40 +0000 2021,medical,pro_vaccine,"The tweet discusses a hearing with vaccine manufacturers, indicating a focus on vaccine development and public health."
1152,FrankPallone,D,NJ,Sat Feb 20 02:31:00 +0000 2021,other,mixed_or_unclear,The tweet discusses a policy change without expressing a clear stance on vaccines themselves.
1153,FrankPallone,D,NJ,Thu Feb 18 14:44:42 +0000 2021,other,mixed_or_unclear,"The tweet discusses the closure of vaccine sites due to weather, without expressing a clear stance on vaccination itself."
1154,FrankPallone,D,NJ,Fri Feb 12 00:22:14 +0000 2021,medical,pro_vaccine,"The tweet highlights the purchase of additional vaccines, indicating support for vaccination efforts."
1155,FrankPallone,D,NJ,Thu Feb 11 20:17:36 +0000 2021,medical,mixed_or_unclear,The tweet mentions shortages related to vaccine administration but does not clearly express a supportive or opposing stance on vaccination itself.
1156,FrankPallone,D,NJ,Wed Feb 10 01:50:44 +0000 2021,medical,pro_vaccine,"The tweet expresses support for vaccine allocation to health centers, indicating a positive stance on vaccination."
1157,FrankPallone,D,NJ,Mon Feb 08 22:25:10 +0000 2021,conspiracy_misinfo,pro_vaccine,"The tweet highlights the dangers of vaccine misinformation, indicating a pro-vaccine stance while framing it within the context of misinformation."
1158,FrankPallone,D,NJ,Mon Feb 08 22:16:42 +0000 2021,conspiracy_misinfo,pro_vaccine,"The tweet addresses misinformation about vaccines, indicating a stance against false claims and supporting accurate information."
1159,FrankPallone,D,NJ,Sun Feb 07 17:45:44 +0000 2021,other,mixed_or_unclear,"The tweet discusses the closure of vaccine sites due to weather, without expressing a clear stance on vaccination itself."
1160,FrankPallone,D,NJ,Sat Feb 06 17:40:48 +0000 2021,medical,pro_vaccine,"The tweet discusses the approval of a COVID vaccine and its potential benefits, indicating support for vaccination."
1161,FrankPallone,D,NJ,Tue Feb 02 20:13:47 +0000 2021,conspiracy_misinfo,pro_vaccine,"The tweet expresses concern about vaccine misinformation, indicating a stance in favor of accurate information and vaccination."
1162,FrankPallone,D,NJ,Tue Feb 02 15:07:07 +0000 2021,other,mixed_or_unclear,The tweet discusses the closure of vaccine sites due to weather without addressing vaccine efficacy or mandates.
1163,FrankPallone,D,NJ,Mon Feb 01 17:58:32 +0000 2021,other,mixed_or_unclear,The tweet discusses the closure of vaccine sites due to weather without expressing a clear stance on vaccination itself.
1164,FrankPallone,D,NJ,Sun Jan 31 23:05:00 +0000 2021,medical,pro_vaccine,"The tweet highlights the government's efforts to ensure equitable vaccine distribution, which supports vaccination initiatives."
1165,FrankPallone,D,NJ,Sun Jan 31 19:12:00 +0000 2021,medical,pro_vaccine,"The tweet highlights the positive actions of the White House in increasing vaccine production and setting vaccination goals, indicating support for vaccination efforts."
1166,FrankPallone,D,NJ,Fri Jan 29 16:59:56 +0000 2021,medical,pro_vaccine,"The tweet highlights positive developments in vaccine supply, indicating support for vaccination efforts."
1167,FrankPallone,D,NJ,Thu Jan 28 19:19:40 +0000 2021,medical,pro_vaccine,"The tweet encourages individuals to complete their vaccination by receiving the second dose, highlighting the importance of vaccination."
1168,FrankPallone,D,NJ,Wed Jan 27 16:00:02 +0000 2021,medical,mixed_or_unclear,The tweet discusses vaccine distribution challenges but does not express a clear pro or anti stance on vaccination itself.
1169,FrankPallone,D,NJ,Wed Jan 27 00:36:14 +0000 2021,medical,pro_vaccine,"The tweet highlights an increase in vaccine supplies, indicating support for vaccination efforts."
1170,FrankPallone,D,NJ,Tue Jan 26 20:55:52 +0000 2021,medical,pro_vaccine,"The tweet discusses funding for COVID-19 vaccine distribution, indicating support for vaccination efforts."
1171,FrankPallone,D,NJ,Mon Jan 25 17:34:40 +0000 2021,medical,pro_vaccine,The tweet emphasizes the importance of the vaccine in conjunction with other health measures to combat the pandemic.
1172,FrankPallone,D,NJ,Thu Jan 21 21:54:30 +0000 2021,medical,pro_vaccine,"The tweet discusses the government's efforts to enhance the COVID-19 strategy, which includes equitable vaccine distribution, indicating support for vaccination."
1173,FrankPallone,D,NJ,Sat Jan 16 19:50:36 +0000 2021,other,mixed_or_unclear,The tweet discusses vaccine distribution issues without clearly supporting or opposing vaccination.
1174,FrankPallone,D,NJ,Fri Jan 15 18:11:27 +0000 2021,medical,pro_vaccine,"The tweet expresses support for a vaccine mega-site, indicating a positive stance towards vaccination efforts."
1175,FrankPallone,D,NJ,Tue Jan 12 19:21:29 +0000 2021,medical,pro_vaccine,"The tweet discusses vaccine distribution, indicating support for vaccination efforts."
1176,FrankPallone,D,NJ,Tue Jan 05 23:45:50 +0000 2021,medical,pro_vaccine,"The tweet promotes pre-registration for the vaccine and provides information about vaccine efforts, indicating support for vaccination."
1177,FrankPallone,D,NJ,Fri Jan 01 19:35:00 +0000 2021,mandate_rights,mixed_or_unclear,"The tweet criticizes the lack of federal guidance on vaccine rollout, suggesting concerns about state-level management without clearly supporting or opposing vaccination itself."
1178,FrankPallone,D,NJ,Wed Dec 30 21:59:30 +0000 2020,other,mixed_or_unclear,The tweet discusses the vaccine rollout without expressing a clear pro or anti stance on vaccination itself.
1179,FrankPallone,D,NJ,Mon Dec 28 17:51:43 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the importance of distributing the COVID-19 vaccine, indicating support for vaccination efforts."
1180,FrankPallone,D,NJ,Sun Dec 27 18:16:00 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet references conspiracy theories, which suggests a stance against the credibility of information related to vaccines."
1181,FrankPallone,D,NJ,Sat Dec 26 17:53:00 +0000 2020,medical,pro_vaccine,"The tweet highlights the effectiveness of authorized vaccines against new variants, supporting vaccination."
1182,FrankPallone,D,NJ,Fri Dec 25 20:03:00 +0000 2020,medical,pro_vaccine,The tweet emphasizes the importance of vaccination for both personal and public health.
1183,FrankPallone,D,NJ,Thu Dec 24 20:38:39 +0000 2020,medical,pro_vaccine,"The tweet seeks to provide information about COVID-19 vaccines and their distribution, indicating a supportive stance towards vaccination."
1184,FrankPallone,D,NJ,Mon Dec 21 18:45:29 +0000 2020,medical,pro_vaccine,"The tweet discusses the effectiveness of COVID-19 vaccines in relation to a new mutation, supporting vaccination."
1185,FrankPallone,D,NJ,Sat Dec 19 01:31:34 +0000 2020,medical,pro_vaccine,"The tweet celebrates the authorization of a COVID-19 vaccine, highlighting its lifesaving potential."
1186,FrankPallone,D,NJ,Fri Dec 18 22:30:00 +0000 2020,medical,pro_vaccine,The tweet supports vaccination by highlighting the encouragement from religious leaders for followers to get vaccinated.
1187,FrankPallone,D,NJ,Thu Dec 17 02:24:42 +0000 2020,medical,pro_vaccine,"The tweet highlights funding for vaccine preparedness, indicating support for vaccination efforts."
1188,FrankPallone,D,NJ,Sun Dec 13 21:45:00 +0000 2020,medical,pro_vaccine,"The tweet expresses positive news about vaccine administration, indicating support for vaccination."
1189,FrankPallone,D,NJ,Sun Dec 13 18:45:00 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet suggests a cover-up related to the administration, implying distrust and promoting a narrative of misinformation."
1190,FrankPallone,D,NJ,Sat Dec 12 20:31:00 +0000 2020,medical,pro_vaccine,"The tweet discusses the FDA approval of the Pfizer vaccine, indicating support for its distribution and use."
1191,FrankPallone,D,NJ,Tue Dec 08 17:04:37 +0000 2020,medical,pro_vaccine,"The tweet highlights the FDA's positive review of a COVID-19 vaccine's effectiveness, supporting vaccination."
1192,FrankPallone,D,NJ,Sun Dec 06 18:30:00 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the importance of funding for vaccine rollout, indicating support for vaccination efforts."
1193,FrankPallone,D,NJ,Mon Nov 30 19:16:13 +0000 2020,medical,pro_vaccine,"The tweet highlights positive news about a COVID vaccine and its application for emergency authorization, indicating support for vaccination."
1194,FrankPallone,D,NJ,Tue Nov 24 21:07:41 +0000 2020,other,mixed_or_unclear,The tweet discusses the need for cooperation on vaccine rollout without expressing a clear pro or anti stance on vaccines themselves.
1195,FrankPallone,D,NJ,Sun Nov 22 17:10:00 +0000 2020,medical,mixed_or_unclear,The tweet acknowledges the potential availability of a vaccine but does not clearly express support or opposition to vaccination.
1196,FrankPallone,D,NJ,Fri Nov 20 22:07:54 +0000 2020,other,mixed_or_unclear,"The tweet does not directly address vaccines or their implications, focusing instead on political commentary."
1197,FrankPallone,D,NJ,Wed Nov 18 18:37:26 +0000 2020,medical,pro_vaccine,"The tweet promotes participation in a vaccine trial, indicating support for vaccine development and safety."
1198,FrankPallone,D,NJ,Wed Nov 18 18:02:03 +0000 2020,other,mixed_or_unclear,The tweet mentions vaccine hesitancy but does not clearly support or oppose vaccination.
1199,FrankPallone,D,NJ,Tue Nov 17 21:54:56 +0000 2020,medical,pro_vaccine,"The tweet discusses the equitable distribution of a vaccine, indicating support for vaccination efforts."
1200,FrankPallone,D,NJ,Mon Nov 16 21:10:27 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the importance of limiting virus spread until a vaccine is available, indicating support for vaccination efforts."
1201,FrankPallone,D,NJ,Mon Nov 16 21:10:27 +0000 2020,medical,pro_vaccine,The tweet highlights the effectiveness of a new vaccine and emphasizes the importance of preparation for equitable distribution.
1202,FrankPallone,D,NJ,Sun Nov 15 16:08:32 +0000 2020,other,mixed_or_unclear,The tweet discusses the need for federal funding for vaccine distribution without expressing a clear pro or anti-vaccine stance.
1203,FrankPallone,D,NJ,Tue Nov 10 21:01:19 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet references conspiracy theories related to Trump's advisors, suggesting skepticism towards official narratives, which aligns with an anti-vaccine stance."
1204,FrankPallone,D,NJ,Tue Oct 27 00:49:14 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the importance of a safe and effective vaccine, indicating support for vaccination efforts."
1205,FrankPallone,D,NJ,Mon Oct 26 17:36:43 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet suggests that the vaccine is non-existent and unproven, which spreads doubt about its effectiveness."
1206,FrankPallone,D,NJ,Wed Oct 21 15:24:00 +0000 2020,medical,pro_vaccine,"The tweet acknowledges the FDA's role in ensuring vaccine safety amidst political pressure, indicating support for the vaccine approval process."
1207,FrankPallone,D,NJ,Fri Oct 16 17:18:52 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet criticizes conspiracy theories and suggests that they are influencing government policy, implying a negative view of vaccination efforts."
1208,FrankPallone,D,NJ,Thu Oct 15 01:27:13 +0000 2020,medical,pro_vaccine,"The tweet discusses FDA requirements for monitoring vaccine participants, indicating a focus on safety and effectiveness."
1209,FrankPallone,D,NJ,Thu Oct 08 14:56:12 +0000 2020,other,mixed_or_unclear,The tweet mentions a discussion about vaccine provisions but does not express a clear stance on vaccination itself.
1210,FrankPallone,D,NJ,Wed Oct 07 00:34:44 +0000 2020,mandate_rights,mixed_or_unclear,"The tweet expresses concern about government actions regarding vaccine approval, indicating a stance on personal freedom and government overreach, but does not clearly support or oppose vaccination itself."
1211,FrankPallone,D,NJ,Tue Oct 06 21:06:21 +0000 2020,medical,pro_vaccine,"The tweet praises the FDA for prioritizing science and safety in vaccine criteria, indicating support for vaccination."
1212,FrankPallone,D,NJ,Fri Oct 02 17:48:13 +0000 2020,conspiracy_misinfo,mixed_or_unclear,The tweet condemns a conspiracy theory but does not directly address vaccines or vaccination stance.
1213,FrankPallone,D,NJ,Thu Sep 24 15:11:46 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet expresses skepticism about the approval of the vaccine and implies a lack of trust in the process, which aligns with anti-vaccine sentiments."
1214,FrankPallone,D,NJ,Wed Sep 23 23:08:33 +0000 2020,medical,pro_vaccine,The tweet emphasizes the importance of safety and effectiveness to build trust in vaccines.
1215,FrankPallone,D,NJ,Wed Sep 23 23:08:33 +0000 2020,medical,pro_vaccine,"The tweet discusses a hearing focused on the search for a COVID-19 vaccine, indicating support for vaccine development and expert input."
1216,FrankPallone,D,NJ,Tue Sep 22 20:46:00 +0000 2020,other,mixed_or_unclear,The tweet discusses the logistical challenges of vaccine rollout without expressing a clear pro or anti-vaccine stance.
1217,FrankPallone,D,NJ,Sat Sep 19 20:06:38 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the importance of science in vaccine development, suggesting support for a trustworthy vaccine."
1218,FrankPallone,D,NJ,Tue Sep 15 23:05:00 +0000 2020,medical,pro_vaccine,"The tweet encourages vaccine companies to improve their development process, indicating support for vaccine safety and effectiveness."
1219,FrankPallone,D,NJ,Tue Sep 15 15:53:00 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet accuses Trump of promoting conspiracy theories, which implies a rejection of credible vaccine information."
1220,FrankPallone,D,NJ,Sun Sep 13 17:07:57 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet suggests that political pressure undermines the credibility of the FDA and public confidence in vaccines, implying skepticism about vaccine safety and effectiveness."
1221,FrankPallone,D,NJ,Thu Sep 03 19:00:40 +0000 2020,medical,mixed_or_unclear,"The tweet expresses a desire for a safe and effective vaccine but raises concerns about the politicization of the FDA, indicating uncertainty."
1222,FrankPallone,D,NJ,Wed Sep 02 20:44:51 +0000 2020,medical,pro_vaccine,The tweet highlights the impact of COVID-19 on communities of color and implies the importance of vaccination to address this disparity.
1223,FrankPallone,D,NJ,Mon Aug 24 23:46:36 +0000 2020,medical,mixed_or_unclear,"The tweet expresses concern about political involvement affecting the credibility of the FDA, which relates to the medical framing but does not clearly support or oppose vaccination."
1224,FrankPallone,D,NJ,Sun Aug 23 18:40:00 +0000 2020,mandate_rights,anti_vaccine,"The tweet expresses concern about government actions potentially leading to unproven vaccines, indicating a stance against vaccination efforts."
1225,GerryConnolly,D,VA,Tue Dec 21 20:43:53 +0000 2021,conspiracy_misinfo,pro_vaccine,The tweet criticizes conspiracy theories related to vaccines and positions the speaker in favor of vaccination.
1226,GerryConnolly,D,VA,Mon Nov 29 18:05:30 +0000 2021,medical,pro_vaccine,The tweet emphasizes the effectiveness of vaccination in protecting against the Omicron variant.
1227,GerryConnolly,D,VA,Tue Nov 23 23:02:43 +0000 2021,medical,pro_vaccine,"The tweet encourages individuals to consider their vaccination status and timelines, implying support for vaccination."
1228,GerryConnolly,D,VA,Mon Oct 25 12:56:35 +0000 2021,medical,pro_vaccine,The tweet encourages getting vaccinated by highlighting the positive aspect of the weather and implies the safety and effectiveness of the COVID-19 vaccine.
1229,GerryConnolly,D,VA,Sun Sep 05 00:49:35 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the safety and effectiveness of the vaccine, encouraging vaccination."
1230,GerryConnolly,D,VA,Fri Sep 03 16:25:30 +0000 2021,other,anti_vaccine,"The tweet criticizes the discouragement of vaccines in the context of rising death counts, implying a negative stance towards vaccination efforts."
1231,GerryConnolly,D,VA,Fri Sep 03 11:53:22 +0000 2021,other,anti_vaccine,"The tweet discourages vaccines in the context of rising death counts, indicating an anti-vaccine stance."
1232,GerryConnolly,D,VA,Mon Aug 09 18:49:56 +0000 2021,medical,pro_vaccine,The tweet emphasizes the safety and life-saving benefits of COVID-19 vaccines.
1233,GerryConnolly,D,VA,Wed Aug 04 15:21:51 +0000 2021,medical,pro_vaccine,"The tweet highlights the distribution of COVID-19 vaccine doses, indicating support for vaccination efforts."
1234,GerryConnolly,D,VA,Sat Jul 31 11:16:17 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet suggests a belief in a criminal conspiracy related to vaccines, indicating an anti-vaccine stance."
1235,GerryConnolly,D,VA,Fri Jul 30 23:34:58 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet suggests a belief in a criminal conspiracy related to vaccines, indicating skepticism and misinformation."
1236,GerryConnolly,D,VA,Thu Jul 29 22:22:12 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the safety of the federal workforce and supports vaccine deployment, indicating a pro-vaccine stance."
1237,GerryConnolly,D,VA,Wed Jul 28 19:20:55 +0000 2021,medical,pro_vaccine,"The tweet discusses the rise of the delta variant and vaccine hesitation, indicating a focus on public health and the importance of vaccination."
1238,GerryConnolly,D,VA,Tue Jul 20 14:48:39 +0000 2021,medical,pro_vaccine,The tweet emphasizes the safety and life-saving benefits of COVID-19 vaccines.
1239,GerryConnolly,D,VA,Tue Jul 20 00:01:51 +0000 2021,medical,pro_vaccine,The tweet emphasizes the importance of vaccines in combating the pandemic and highlights their role in global health.
1240,GerryConnolly,D,VA,Fri Jul 02 00:19:34 +0000 2021,medical,pro_vaccine,The tweet expresses gratitude for vaccines and encourages vaccination by highlighting their role in enabling attendance at an event.
1241,GerryConnolly,D,VA,Thu Jun 24 15:47:00 +0000 2021,medical,pro_vaccine,"The tweet highlights the positive impact of vaccines on public health metrics such as infections, hospitalizations, and deaths."
1242,GerryConnolly,D,VA,Wed Jun 23 19:33:44 +0000 2021,medical,pro_vaccine,"The tweet highlights the positive impact of vaccines on public health metrics such as infections, hospitalizations, and deaths."
1243,GerryConnolly,D,VA,Wed Jun 09 17:35:39 +0000 2021,medical,pro_vaccine,"The tweet highlights vaccination rates and their correlation with low case counts, supporting the effectiveness of vaccines."
1244,GerryConnolly,D,VA,Thu Jun 03 15:38:11 +0000 2021,medical,pro_vaccine,The tweet highlights the distribution of vaccines as a positive step towards global health.
1245,GerryConnolly,D,VA,Wed May 19 10:40:22 +0000 2021,medical,pro_vaccine,The tweet emphasizes the effectiveness of vaccines in relation to reported COVID-19 cases.
1246,GerryConnolly,D,VA,Thu May 13 20:58:03 +0000 2021,medical,pro_vaccine,"The tweet encourages vaccination, indicating a positive stance towards vaccines."
1247,GerryConnolly,D,VA,Mon May 10 19:01:37 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the effectiveness and safety of COVID-19 vaccines, promoting vaccination."
1248,GerryConnolly,D,VA,Thu Apr 29 01:16:41 +0000 2021,other,mixed_or_unclear,The tweet presents statistics without a clear stance on vaccination or mandates.
1249,GerryConnolly,D,VA,Mon Apr 19 14:17:12 +0000 2021,medical,pro_vaccine,The tweet promotes vaccine eligibility and encourages vaccination among Virginians.
1250,GerryConnolly,D,VA,Tue Apr 06 20:29:00 +0000 2021,medical,pro_vaccine,"The tweet promotes vaccine eligibility, indicating support for vaccination efforts."
1251,GerryConnolly,D,VA,Thu Apr 01 18:43:10 +0000 2021,medical,pro_vaccine,"The tweet encourages pre-registration for a vaccine, highlighting its importance for public health."
1252,GerryConnolly,D,VA,Tue Mar 23 20:47:17 +0000 2021,medical,pro_vaccine,"The tweet highlights the opening of a vaccination center and the administration of vaccines, promoting public health."
1253,GerryConnolly,D,VA,Thu Mar 11 15:36:23 +0000 2021,medical,pro_vaccine,The tweet encourages vaccination by highlighting its importance for public health and personal protection.
1254,GerryConnolly,D,VA,Thu Mar 11 02:46:15 +0000 2021,medical,pro_vaccine,"The tweet highlights funding for vaccines as part of a relief plan, indicating support for vaccination efforts."
1255,GerryConnolly,D,VA,Thu Feb 11 22:26:52 +0000 2021,medical,pro_vaccine,The tweet highlights the availability of vaccines to protect public health.
1256,GerryConnolly,D,VA,Thu Feb 11 17:24:31 +0000 2021,medical,pro_vaccine,"The tweet indicates a focus on discussing vaccine distribution with healthcare providers, suggesting support for vaccination efforts."
1257,GerryConnolly,D,VA,Wed Feb 10 03:41:31 +0000 2021,medical,pro_vaccine,"The tweet highlights progress in vaccination rates, indicating support for vaccination efforts."
1258,GerryConnolly,D,VA,Sat Feb 06 17:38:26 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet criticizes conspiracy theorists, implying a rejection of misinformation related to vaccines."
1259,GerryConnolly,D,VA,Thu Jan 28 17:25:53 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet criticizes Marjorie Taylor Greene as a conspiracy theorist, implying a negative view towards her stance on vaccines."
1260,GerryConnolly,D,VA,Thu Jan 28 15:57:40 +0000 2021,other,mixed_or_unclear,The tweet discusses the distribution efforts of vaccines without taking a clear pro or anti stance on vaccination itself.
1261,GerryConnolly,D,VA,Tue Jan 26 18:52:45 +0000 2021,medical,pro_vaccine,"The tweet highlights the capacity to deliver vaccines and the demand for vaccination, indicating support for vaccination efforts."
1262,GerryConnolly,D,VA,Tue Jan 12 22:27:32 +0000 2021,medical,pro_vaccine,"The tweet promotes a tool related to the COVID-19 vaccine rollout, indicating support for vaccination efforts."
1263,GerryConnolly,D,VA,Tue Jan 12 19:58:01 +0000 2021,mandate_rights,pro_vaccine,"The tweet emphasizes the need for vaccine distribution to employees, indicating support for vaccination as a requirement for their roles."
1264,GerryConnolly,D,VA,Wed Dec 23 00:52:15 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet criticizes the president for promoting conspiracy theories, implying a negative view towards his stance on vaccines."
1265,GerryConnolly,D,VA,Fri Dec 18 20:07:41 +0000 2020,medical,pro_vaccine,"The tweet mentions following medical guidance and receiving the vaccine, indicating support for vaccination."
1266,GerryConnolly,D,VA,Sat Dec 12 13:49:05 +0000 2020,medical,pro_vaccine,"The tweet promotes a townhall meeting focused on questions about the COVID-19 vaccine, indicating support for vaccination and public health discussions."
1267,GerryConnolly,D,VA,Fri Dec 11 23:17:55 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the importance of public trust in the vaccine, which aligns with promoting vaccination and its safety."
1268,GerryConnolly,D,VA,Fri Oct 09 01:20:06 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet suggests a cover-up related to testing, implying distrust in official information, which aligns with conspiracy framing."
1269,GerryConnolly,D,VA,Mon Aug 17 17:34:43 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet suggests a conspiracy without evidence, indicating a stance against vaccination."
1270,GerryConnolly,D,VA,Fri Mar 13 17:29:37 +0000 2020,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it unclear in terms of stance or framing."
1271,GerryConnolly,D,VA,Wed Jul 24 11:22:19 +0000 2019,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it difficult to categorize."
1272,GerryConnolly,D,VA,Wed May 22 15:55:44 +0000 2019,other,mixed_or_unclear,The tweet does not directly address vaccines or their implications.
1273,GKButterfield,D,NC,Tue Mar 30 15:24:44 +0000 2021,medical,pro_vaccine,"The tweet promotes the availability of COVID-19 vaccines to essential workers, indicating support for vaccination efforts."
1274,GKButterfield,D,NC,Mon Mar 22 21:51:00 +0000 2021,medical,pro_vaccine,"The tweet promotes COVID-19 vaccine resources, indicating support for vaccination."
1275,GKButterfield,D,NC,Mon Mar 22 21:50:30 +0000 2021,medical,pro_vaccine,"The tweet provides information about vaccine distribution, indicating support for vaccination efforts."
1276,GKButterfield,D,NC,Fri Mar 12 17:38:06 +0000 2021,medical,pro_vaccine,"The tweet provides information about vaccine eligibility, indicating support for vaccination efforts."
1277,GKButterfield,D,NC,Wed Mar 10 16:25:07 +0000 2021,medical,pro_vaccine,"The tweet promotes COVID vaccine clinics, indicating support for vaccination efforts."
1278,GKButterfield,D,NC,Thu Feb 25 20:58:12 +0000 2021,medical,pro_vaccine,"The tweet provides information about vaccine availability, indicating support for vaccination efforts."
1279,GKButterfield,D,NC,Mon Feb 08 18:53:58 +0000 2021,other,mixed_or_unclear,The tweet provides information about transportation assistance but does not express a clear stance on vaccines.
1280,GKButterfield,D,NC,Wed Feb 03 19:22:07 +0000 2021,medical,pro_vaccine,"The tweet promotes access to COVID-19 vaccines, indicating support for vaccination efforts."
1281,GKButterfield,D,NC,Tue Jan 26 17:30:03 +0000 2021,medical,pro_vaccine,"The tweet provides information about a vaccine clinic, indicating support for vaccination efforts."
1282,GKButterfield,D,NC,Tue Jan 26 15:02:52 +0000 2021,medical,pro_vaccine,"The tweet promotes vaccine clinics, indicating support for vaccination efforts."
1283,GKButterfield,D,NC,Mon Jan 25 13:40:34 +0000 2021,medical,pro_vaccine,"The tweet provides information about vaccine appointments, indicating support for vaccination efforts."
1284,GKButterfield,D,NC,Mon Jan 25 13:29:51 +0000 2021,medical,pro_vaccine,"The tweet provides information about vaccine appointment scheduling, indicating support for vaccination efforts."
1285,GKButterfield,D,NC,Thu Jan 14 19:33:13 +0000 2021,medical,pro_vaccine,"The tweet promotes vaccination for health care workers and older individuals, emphasizing public health."
1286,GKButterfield,D,NC,Tue Oct 22 17:35:12 +0000 2019,conspiracy_misinfo,anti_vaccine,"The tweet suggests a cover-up and pressure campaign, indicating a belief in conspiracy theories related to vaccines."
1287,GKButterfield,D,NC,Wed Jul 24 18:38:11 +0000 2019,conspiracy_misinfo,anti_vaccine,"The tweet references a conspiracy theory about election interference, which aligns with anti-vaccine sentiments that often question the legitimacy of public health measures."
1288,GKButterfield,D,NC,Wed Jul 24 18:37:40 +0000 2019,other,mixed_or_unclear,The tweet discusses Russian interference in elections and does not mention vaccines or vaccination.
1289,GKButterfield,D,NC,Tue Aug 28 19:10:44 +0000 2018,conspiracy_misinfo,anti_vaccine,"The tweet references a conspiracy theorist and implies misinformation related to regulations, suggesting skepticism towards official narratives."
1290,GOPLeader,R,CA,Fri Nov 26 23:25:09 +0000 2021,mandate_rights,anti_vaccine,"The tweet criticizes the Democrats' approach to COVID and implies that vaccine policies are politically motivated, suggesting a stance against mandates."
1291,GOPLeader,R,CA,Wed Nov 10 01:06:46 +0000 2021,mandate_rights,anti_vaccine,"The tweet criticizes vaccine mandates, suggesting they infringe on personal freedom and create anxiety for business owners."
1292,GOPLeader,R,CA,Wed Nov 10 01:06:29 +0000 2021,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it difficult to categorize."
1293,GOPLeader,R,CA,Wed Nov 03 19:14:41 +0000 2021,mandate_rights,anti_vaccine,The tweet mentions 'vaccine mandates' in a context that suggests opposition to them.
1294,GOPLeader,R,CA,Sat Oct 30 00:37:57 +0000 2021,conspiracy_misinfo,anti_vaccine,The tweet refers to a 'hoax' suggesting misinformation about vaccines.
1295,GOPLeader,R,CA,Tue Oct 12 20:31:50 +0000 2021,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it unrelated to the framing categories."
1296,GOPLeader,R,CA,Sun Sep 12 20:49:13 +0000 2021,mandate_rights,anti_vaccine,"The tweet opposes vaccine mandates, indicating a stance against vaccination requirements."
1297,GOPLeader,R,CA,Fri Sep 10 01:09:54 +0000 2021,mandate_rights,anti_vaccine,"The tweet expresses opposition to mandatory vaccination, indicating a stance against vaccine mandates."
